rsp_mean,rsp_variance,rsp_skewness,rsp_kurtosis,rsp_cv,rsp_q025,rsp_q25,rsp_q50,rsp_q75,rsp_q975,rsp_q005,rsp_q995,rsp_iqr,rsp_entropy,rsp_auc,rsp_respiration_rate,ecg_mean,ecg_variance,ecg_skewness,ecg_kurtosis,ecg_cv,ecg_q025,ecg_q25,ecg_q50,ecg_q75,ecg_q975,ecg_q005,ecg_q995,ecg_iqr,ecg_entropy,ecg_auc,gsr_mean,gsr_variance,gsr_skewness,gsr_kurtosis,gsr_cv,gsr_q025,gsr_q25,gsr_q50,gsr_q75,gsr_q975,gsr_q005,gsr_q995,gsr_iqr,gsr_entropy,gsr_auc,gsr_avg_slope,gsr_drop_score,0
-18.229199778227002,164.22992677738446,1.5725647703689822,5.287428977027956,-0.703005212458834,-37.66158917411331,-27.25400906825562,-18.188615652694672,-10.643854090057756,19.667556555478253,-39.499798153879446,39.001864440986374,16.610154978197862,0.6871689692320382,25731.81217530547,15.122217272814883,-46.53476245617653,748118.454497182,-0.1268530893148556,5.398866585720565,-18.586930826735774,-2432.2088352225983,-308.0333487186213,51.61493536191154,294.26558561240165,2499.010248364833,-3169.088113008742,3160.994367878584,602.298934331023,0.016525106775587467,678703.364491272,600.7336729921577,1381.0080360696293,-4.903472700825799,23.954160041098547,0.06186088469048653,442.3532545146646,604.6763916063928,604.956835499413,614.0310599578632,617.7840239361575,375.7451899863302,620.053485854208,9.354668351470423,0.20554269305597475,768443.1800901794,0.1905736871645178,33,A
-14.515603805277317,71.10358664816113,-0.3076297067444483,-1.1284321739285867,-0.5809124017615409,-30.155366592612985,-21.427261468918303,-13.842647810308886,-6.741347073802412,-2.350650093128744,-30.96198894120046,-2.1237383642025938,14.68591439511589,1.6525674445037153,18563.16009538676,14.267022813259619,38.12396792968475,109982.85125324012,0.1942244230299477,-0.8510293809090888,8.69890106746143,-485.59755699500687,-260.0179816776031,100.56244247643195,294.21394174936387,766.6825795711476,-524.5808186743881,817.6587439145587,554.2319234269669,0.0679740552033149,379565.0744493979,610.3942259828218,38.82072912221372,0.2565852502917057,-1.8942731251963205,0.01020754791504007,604.550951358013,604.7600706945448,605.2294670556913,617.5011593325862,618.2973948390472,604.4292954123705,618.5456283829841,12.741088638041447,1.4707130110959032,780692.8204276512,0.010062480360514601,0,A
-9.417282370401212,45.03305067356161,-0.4466552835438489,-1.1060515037428227,-0.7125906039719502,-22.318615252849263,-15.172469886290639,-7.788161696136452,-2.9374713970203965,-1.0194763014232746,-23.05565507870843,-0.832897732752855,12.234998489270243,1.9238449285706605,12042.104938296434,14.149986222095459,-14.058684041635605,87247.40015750405,0.023788021300258262,-1.438535996462808,-21.010267249764773,-485.59755699500687,-276.2382991660554,-22.009621267251703,278.06212805439833,406.0494640957293,-524.5808186743881,509.01695691878007,554.3004272204537,0.06597326051726582,353958.8798332696,613.1786004660837,39.54228734711716,-0.541429524340086,-1.6322869453404165,0.01025519455668116,604.550951358013,604.8549886565988,617.3822899974257,618.0054985083185,619.4306117802677,604.4292954123705,619.6232943609739,13.150509851719676,1.687944258545719,784256.4283045678,0.011714756484978517,0,C
-5.495158188686042,25.09714676435149,-0.6781671578525311,-0.7762104557628335,-0.9116580606446987,-15.808827811824795,-9.027317480164474,-4.417046555699083,-1.2693027201782598,0.4859358187622255,-16.38038232329232,0.684501332442169,7.758014759986214,2.2298316116842276,7094.466135909606,14.43407115708905,7.407671094544763,82456.79732035859,0.03353982687570584,-1.5641361922857322,38.76426377488244,-410.2637832481665,-260.4707927499206,20.628185218047932,287.41729616138537,406.0494640957293,-497.3866419709739,509.01695691878007,547.8880889113059,0.06431276756009273,351568.17925710266,616.3422612245511,25.555721252585254,-1.5958073120785252,1.0104963139566348,0.00820204455000678,604.7929801329425,617.1120468380359,617.9209894318979,619.2422226426992,621.0240051895005,604.4292954123705,621.1853119859113,2.1301758046632813,1.7994005040100491,788305.0952750971,0.012847748331033299,0,C
-2.439873893499641,11.713662766621342,-0.5959866334418207,-0.725810096951411,-1.402745803737709,-9.660293684660854,-5.001318941542862,-1.7199431615312752,0.22077268539649303,2.1711245208138243,-10.163536236449632,2.276469225900937,5.2220916269393545,2.7310362802839894,3992.9164517035333,14.997602980711674,1.8848985302727566,80231.06557043291,0.0400411331667845,-1.6080456680329198,150.27381234689489,-382.19301247556837,-274.163279489609,23.774203575288663,277.2804303872113,371.3701275667186,-443.2367363279092,509.01695691878007,551.4437098768203,0.06326745766862608,349564.62566804583,619.2911652510678,3.458412780862375,0.3117577143301101,-0.9612764001858345,0.0030029183880443803,616.1041947072252,617.7760306419727,618.8472833545973,620.7777879195095,622.7076252716344,615.45027063778,622.8511658723295,3.00175727753674,3.5568038391642416,792072.3590233389,0.003987114777105262,0,C
-0.318076597597603,6.203494178076094,-0.4681044117342464,-0.7861943050166951,-7.830445519794929,-5.409746542353201,-2.0908269062311664,-0.16285163151673296,2.018470001896714,2.9725765868031897,-5.76274200484574,3.0247685459801588,4.109296908127881,3.3129964217148054,2664.3238920139866,14.70822373889323,-0.4994255117680321,81197.6347160641,0.026372706901940587,-1.5065503792246784,-570.5595328456919,-412.10437550224304,-272.62420162845115,-34.68829472847558,275.54981959076895,375.09864169291995,-568.5190305298728,509.01695691878007,548.1740212192201,0.06403493866624908,347530.6253292195,620.4649530302402,4.641160345986367,-0.14760803745024842,-1.048916537364275,0.0034721304306492467,616.1041947072252,618.5051212980222,620.5305770465399,622.5333870870348,623.5794197859406,615.45027063778,623.6050059842609,4.0282657890126075,3.352093936689654,793574.4375557239,0.004545544137531924,0,C
1.1410562345132458,3.406993435823526,-0.437987202704412,-1.2203673455044879,1.6176277934610996,-2.287637600367273,-0.4088430329556085,1.6239402509393663,2.8976243693660058,3.2717291561259483,-2.447580019547999,3.274802944336799,3.3064674023216143,3.9350184885630726,2434.474062112973,13.689210268438915,-0.43772424894235157,77801.52539973706,-0.01154665717534575,-1.7036838150196623,-637.2259446253945,-366.96120725961293,-269.0715711790592,-40.791243720894705,270.72200284798294,368.6255542360539,-563.8789991369184,507.0120721738923,539.7935740270422,0.08467109104164645,343983.85699905583,621.6423282007779,3.2282593901699173,-0.46903747965915416,-1.2374495652034636,0.002890304726990159,618.3471939595064,620.0390644278459,622.1964848878139,623.359021847731,623.6288519562416,618.2886375170356,623.6321872964614,3.3199574198850996,3.9085210980748344,795081.5886734078,0.0036510885138075337,0,C
2.013962864960969,1.5072555069614126,-0.8928845155054475,-0.5773446163669549,0.6095958211747391,-0.5786799461730711,1.135002466863003,2.480901716090119,3.007480541366668,3.2717291561259483,-0.7390859672008702,3.274802944336799,1.872478074503665,3.881350261956112,2694.5261328728593,13.655812440140329,1.5920744944672627,78524.59642736042,-0.02081852495673784,-1.6748412135939317,176.0108627236564,-384.28450903104664,-264.5184172718373,-62.05899844587978,274.82118386718054,394.3547804817649,-563.8789991369184,443.6706977143633,539.3396011390178,0.09091678956697162,344112.0556531951,622.2990582668273,1.3178903078542614,-0.629570349039024,-0.7605623540501751,0.0018447626125350307,619.884045635986,621.4600706720075,622.5374071765787,623.359021847731,623.6288519562416,619.7258804505769,623.6321872964614,1.8989511757234823,4.31379105812432,795922.270901348,0.0013203128004614113,0,C
2.324125308871891,0.568383092809542,-0.43491869673510325,-1.1346405679831604,0.32438520299606405,0.9168431194661524,1.6717982118652932,2.480901716090119,3.007480541366668,3.2717291561259483,0.7727505872928215,3.274802944336799,1.3356823295013749,4.588065085611261,2974.0066035953178,12.426624346240226,0.4287133217895473,78659.00055260627,-0.019414673675475815,-1.677073808730218,654.1950188733429,-384.28450903104664,-279.3635309533451,-62.05899844587978,260.38106192115475,394.3547804817649,-563.8789991369184,443.6706977143633,539.7445928744999,0.09093072234588309,344516.14589373727,622.3645712556913,1.0746929364171567,-0.4328579036368822,-1.0988147796124301,0.001665702107351862,620.3759534004333,621.4600706720075,622.5374071765787,623.359021847731,623.6288519562416,620.283914744136,623.6321872964614,1.8989511757234823,4.614164336277919,796005.910648221,-0.0007491659246038015,0,C
2.2579122844474537,0.648552625474929,-0.28357588900428066,-1.489331418964379,0.3566691481122485,0.997922522832852,1.4285913907216026,2.480901716090119,3.007480541366668,3.2717291561259483,0.9912240586679706,3.274802944336799,1.5788891506450655,4.206111702437403,2888.1296252352995,12.22457344850795,0.13554571647320798,80043.89658297785,-0.01937551543398395,-1.6322043844785186,2087.2684738615294,-443.8082653436392,-280.6872180701971,-62.05899844587978,259.05698747172914,423.0614613952288,-563.8789991369184,446.926784166338,539.7442055419262,0.09172342959296298,345151.58036993025,621.9406508818738,1.9613469429095924,-0.20230562697198382,-1.5731158851462572,0.0022517919779568426,619.8894848370397,620.5097314089982,622.20742591621,623.359021847731,623.6288519562416,619.8849954189217,623.6321872964614,2.849290438732851,4.15361607626821,795462.6203942434,-0.002305103758137454,0,C
